,STATION,LINENAME,DATE,TIME,ENTRIES
0,59 ST,NQR456W,12/30/2017,03:00:00,6463109
1,59 ST,NQR456W,12/30/2017,07:00:00,6463119
2,59 ST,NQR456W,12/30/2017,11:00:00,6463178
3,59 ST,NQR456W,12/30/2017,15:00:00,6463373
4,59 ST,NQR456W,12/30/2017,19:00:00,6463712
5,59 ST,NQR456W,12/30/2017,23:00:00,6463887
6,59 ST,NQR456W,12/31/2017,03:00:00,6463926
7,59 ST,NQR456W,12/31/2017,07:00:00,6463938
8,59 ST,NQR456W,12/31/2017,11:00:00,6463980
9,59 ST,NQR456W,12/31/2017,15:00:00,6464138
10,59 ST,NQR456W,12/31/2017,19:00:00,6464337
11,59 ST,NQR456W,12/31/2017,23:00:00,6464443
12,59 ST,NQR456W,01/01/2018,03:00:00,6464475
13,59 ST,NQR456W,01/01/2018,07:00:00,6464491
14,59 ST,NQR456W,01/01/2018,11:00:00,6464517
15,59 ST,NQR456W,01/01/2018,15:00:00,6464623
16,59 ST,NQR456W,01/01/2018,19:00:00,6464806
17,59 ST,NQR456W,01/01/2018,23:00:00,6464907
18,59 ST,NQR456W,01/02/2018,03:00:00,6464919
19,59 ST,NQR456W,01/02/2018,07:00:00,6464934
20,59 ST,NQR456W,01/02/2018,11:00:00,6465085
21,59 ST,NQR456W,01/02/2018,15:00:00,6465297
22,59 ST,NQR456W,01/02/2018,19:00:00,6466098
23,59 ST,NQR456W,01/02/2018,23:00:00,6466375
24,59 ST,NQR456W,01/03/2018,03:00:00,6466403
25,59 ST,NQR456W,01/03/2018,07:00:00,6466420
26,59 ST,NQR456W,01/03/2018,11:00:00,6466581
27,59 ST,NQR456W,01/03/2018,15:00:00,6466816
28,59 ST,NQR456W,01/03/2018,19:00:00,6467618
29,59 ST,NQR456W,01/03/2018,23:00:00,6467957
30,59 ST,NQR456W,01/04/2018,03:00:00,6467977
31,59 ST,NQR456W,01/04/2018,07:00:00,6467990
32,59 ST,NQR456W,01/04/2018,11:00:00,6468094
33,59 ST,NQR456W,01/04/2018,11:20:58,6468105
34,59 ST,NQR456W,01/04/2018,15:00:00,6468315
35,59 ST,NQR456W,01/04/2018,19:00:00,6468683
36,59 ST,NQR456W,01/04/2018,23:00:00,6468797
37,59 ST,NQR456W,01/05/2018,03:00:00,6468809
38,59 ST,NQR456W,01/05/2018,07:00:00,6468825
39,59 ST,NQR456W,01/05/2018,11:00:00,6468964
40,59 ST,NQR456W,01/05/2018,15:00:00,6469202
41,59 ST,NQR456W,01/05/2018,19:00:00,6469927
42,59 ST,NQR456W,01/05/2018,23:00:00,6470180
43,59 ST,NQR456W,12/30/2017,03:00:00,5808456
44,59 ST,NQR456W,12/30/2017,07:00:00,5808463
45,59 ST,NQR456W,12/30/2017,11:00:00,5808508
46,59 ST,NQR456W,12/30/2017,15:00:00,5808669
47,59 ST,NQR456W,12/30/2017,19:00:00,5808922
48,59 ST,NQR456W,12/30/2017,23:00:00,5809094
49,59 ST,NQR456W,12/31/2017,03:00:00,5809115
50,59 ST,NQR456W,12/31/2017,07:00:00,5809123
51,59 ST,NQR456W,12/31/2017,11:00:00,5809150
52,59 ST,NQR456W,12/31/2017,15:00:00,5809284
53,59 ST,NQR456W,12/31/2017,19:00:00,5809472
54,59 ST,NQR456W,12/31/2017,23:00:00,5809548
55,59 ST,NQR456W,01/01/2018,03:00:00,5809584
56,59 ST,NQR456W,01/01/2018,07:00:00,5809593
57,59 ST,NQR456W,01/01/2018,11:00:00,5809611
58,59 ST,NQR456W,01/01/2018,15:00:00,5809695
59,59 ST,NQR456W,01/01/2018,19:00:00,5809848
60,59 ST,NQR456W,01/01/2018,23:00:00,5809922
61,59 ST,NQR456W,01/02/2018,03:00:00,5809935
62,59 ST,NQR456W,01/02/2018,07:00:00,5809943
63,59 ST,NQR456W,01/02/2018,11:00:00,5810058
64,59 ST,NQR456W,01/02/2018,15:00:00,5810233
65,59 ST,NQR456W,01/02/2018,19:00:00,5810877
66,59 ST,NQR456W,01/02/2018,23:00:00,5811089
67,59 ST,NQR456W,01/03/2018,03:00:00,5811117
68,59 ST,NQR456W,01/03/2018,07:00:00,5811128
69,59 ST,NQR456W,01/03/2018,11:00:00,5811247
70,59 ST,NQR456W,01/03/2018,15:00:00,5811422
71,59 ST,NQR456W,01/03/2018,19:00:00,5812062
72,59 ST,NQR456W,01/03/2018,23:00:00,5812240
73,59 ST,NQR456W,01/04/2018,03:00:00,5812256
74,59 ST,NQR456W,01/04/2018,07:00:00,5812264
75,59 ST,NQR456W,01/04/2018,11:00:00,5812350
76,59 ST,NQR456W,01/04/2018,11:20:58,5812359
77,59 ST,NQR456W,01/04/2018,15:00:00,5812510
78,59 ST,NQR456W,01/04/2018,19:00:00,5812789
79,59 ST,NQR456W,01/04/2018,23:00:00,5812885
80,59 ST,NQR456W,01/05/2018,03:00:00,5812904
81,59 ST,NQR456W,01/05/2018,07:00:00,5812912
82,59 ST,NQR456W,01/05/2018,11:00:00,5813026
83,59 ST,NQR456W,01/05/2018,15:00:00,5813187
84,59 ST,NQR456W,01/05/2018,19:00:00,5813754
85,59 ST,NQR456W,01/05/2018,23:00:00,5813949
86,59 ST,NQR456W,12/30/2017,03:00:00,1021401
87,59 ST,NQR456W,12/30/2017,07:00:00,1021402
88,59 ST,NQR456W,12/30/2017,11:00:00,1021422
89,59 ST,NQR456W,12/30/2017,15:00:00,1021524
90,59 ST,NQR456W,12/30/2017,19:00:00,1021660
91,59 ST,NQR456W,12/30/2017,23:00:00,1021747
92,59 ST,NQR456W,12/31/2017,03:00:00,1021769
93,59 ST,NQR456W,12/31/2017,07:00:00,1021771
94,59 ST,NQR456W,12/31/2017,11:00:00,1021791
95,59 ST,NQR456W,12/31/2017,15:00:00,1021857
96,59 ST,NQR456W,12/31/2017,19:00:00,1021951
97,59 ST,NQR456W,12/31/2017,23:00:00,1022005
98,59 ST,NQR456W,01/01/2018,03:00:00,1022027
99,59 ST,NQR456W,01/01/2018,07:00:00,1022027
100,59 ST,NQR456W,01/01/2018,11:00:00,1022045
101,59 ST,NQR456W,01/01/2018,15:00:00,1022099
102,59 ST,NQR456W,01/01/2018,19:00:00,1022185
103,59 ST,NQR456W,01/01/2018,23:00:00,1022243
104,59 ST,NQR456W,01/02/2018,03:00:00,1022252
105,59 ST,NQR456W,01/02/2018,07:00:00,1022256
106,59 ST,NQR456W,01/02/2018,11:00:00,1022299
107,59 ST,NQR456W,01/02/2018,15:00:00,1022384
108,59 ST,NQR456W,01/02/2018,19:00:00,1022662
109,59 ST,NQR456W,01/02/2018,23:00:00,1022773
110,59 ST,NQR456W,01/03/2018,03:00:00,1022787
111,59 ST,NQR456W,01/03/2018,07:00:00,1022792
112,59 ST,NQR456W,01/03/2018,11:00:00,1022832
113,59 ST,NQR456W,01/03/2018,15:00:00,1022919
114,59 ST,NQR456W,01/03/2018,19:00:00,1023174
115,59 ST,NQR456W,01/03/2018,23:00:00,1023296
