,STATION,LINENAME,DATE,TIME,ENTRIES
0,59 ST,NR,10/03/2015,00:00:00,5780123
1,59 ST,NR,10/03/2015,04:00:00,5780151
2,59 ST,NR,10/03/2015,08:00:00,5780400
3,59 ST,NR,10/03/2015,12:00:00,5780896
4,59 ST,NR,10/03/2015,16:00:00,5781354
5,59 ST,NR,10/03/2015,20:00:00,5781743
6,59 ST,NR,10/04/2015,00:00:00,5781865
7,59 ST,NR,10/04/2015,04:00:00,5781889
8,59 ST,NR,10/04/2015,08:00:00,5782030
9,59 ST,NR,10/04/2015,12:00:00,5782502
10,59 ST,NR,10/04/2015,16:00:00,5782883
11,59 ST,NR,10/04/2015,20:00:00,5783163
12,59 ST,NR,10/05/2015,00:00:00,5783268
13,59 ST,NR,10/05/2015,04:00:00,5783295
14,59 ST,NR,10/05/2015,08:00:00,5783921
15,59 ST,NR,10/05/2015,12:00:00,5784738
16,59 ST,NR,10/05/2015,16:00:00,5785148
17,59 ST,NR,10/05/2015,20:00:00,5785626
18,59 ST,NR,10/06/2015,00:00:00,5785764
19,59 ST,NR,10/06/2015,04:00:00,5785785
20,59 ST,NR,10/06/2015,08:00:00,5786450
21,59 ST,NR,10/06/2015,12:00:00,5787307
22,59 ST,NR,10/06/2015,16:00:00,5787667
23,59 ST,NR,10/06/2015,20:00:00,5788175
24,59 ST,NR,10/07/2015,00:00:00,5788323
25,59 ST,NR,10/07/2015,04:00:00,5788346
26,59 ST,NR,10/07/2015,08:00:00,5789041
27,59 ST,NR,10/07/2015,12:00:00,5789894
28,59 ST,NR,10/07/2015,16:00:00,5790320
29,59 ST,NR,10/07/2015,20:00:00,5790844
30,59 ST,NR,10/08/2015,00:00:00,5790976
31,59 ST,NR,10/08/2015,04:00:00,5791000
32,59 ST,NR,10/08/2015,08:00:00,5791698
33,59 ST,NR,10/08/2015,12:00:00,5792576
34,59 ST,NR,10/08/2015,16:00:00,5792945
35,59 ST,NR,10/08/2015,20:00:00,5793465
36,59 ST,NR,10/09/2015,00:00:00,5793610
37,59 ST,NR,10/09/2015,04:00:00,5793637
38,59 ST,NR,10/09/2015,08:00:00,5794315
39,59 ST,NR,10/09/2015,12:00:00,5795227
40,59 ST,NR,10/09/2015,16:00:00,5795646
41,59 ST,NR,10/09/2015,20:00:00,5796127
42,59 ST,NR,10/03/2015,00:00:00,6035423
43,59 ST,NR,10/03/2015,04:00:00,6035437
44,59 ST,NR,10/03/2015,08:00:00,6035550
45,59 ST,NR,10/03/2015,12:00:00,6035856
46,59 ST,NR,10/03/2015,16:00:00,6036110
47,59 ST,NR,10/03/2015,20:00:00,6036350
48,59 ST,NR,10/04/2015,00:00:00,6036413
49,59 ST,NR,10/04/2015,04:00:00,6036433
50,59 ST,NR,10/04/2015,08:00:00,6036509
51,59 ST,NR,10/04/2015,12:00:00,6036725
52,59 ST,NR,10/04/2015,16:00:00,6036975
53,59 ST,NR,10/04/2015,20:00:00,6037173
54,59 ST,NR,10/05/2015,00:00:00,6037227
55,59 ST,NR,10/05/2015,04:00:00,6037240
56,59 ST,NR,10/05/2015,08:00:00,6037617
57,59 ST,NR,10/05/2015,12:00:00,6038064
58,59 ST,NR,10/05/2015,16:00:00,6038374
59,59 ST,NR,10/05/2015,20:00:00,6038837
60,59 ST,NR,10/06/2015,00:00:00,6038920
61,59 ST,NR,10/06/2015,04:00:00,6038933
62,59 ST,NR,10/06/2015,08:00:00,6039300
63,59 ST,NR,10/06/2015,12:00:00,6039788
64,59 ST,NR,10/06/2015,16:00:00,6040111
65,59 ST,NR,10/06/2015,20:00:00,6040586
66,59 ST,NR,10/07/2015,00:00:00,6040662
67,59 ST,NR,10/07/2015,04:00:00,6040678
68,59 ST,NR,10/07/2015,08:00:00,6041077
69,59 ST,NR,10/07/2015,12:00:00,6041571
70,59 ST,NR,10/07/2015,16:00:00,6041824
71,59 ST,NR,10/07/2015,20:00:00,6042283
72,59 ST,NR,10/08/2015,00:00:00,6042355
73,59 ST,NR,10/08/2015,04:00:00,6042367
74,59 ST,NR,10/08/2015,08:00:00,6042772
75,59 ST,NR,10/08/2015,12:00:00,6043270
76,59 ST,NR,10/08/2015,16:00:00,6043547
77,59 ST,NR,10/08/2015,20:00:00,6044003
78,59 ST,NR,10/09/2015,00:00:00,6044103
79,59 ST,NR,10/09/2015,04:00:00,6044119
80,59 ST,NR,10/09/2015,08:00:00,6044485
81,59 ST,NR,10/09/2015,12:00:00,6044932
82,59 ST,NR,10/09/2015,16:00:00,6045241
83,59 ST,NR,10/09/2015,20:00:00,6045723
84,59 ST,NR,10/03/2015,00:00:00,9616370
85,59 ST,NR,10/03/2015,04:00:00,9616400
86,59 ST,NR,10/03/2015,08:00:00,9616543
87,59 ST,NR,10/03/2015,12:00:00,9616815
88,59 ST,NR,10/03/2015,16:00:00,9617088
89,59 ST,NR,10/03/2015,20:00:00,9617350
90,59 ST,NR,10/04/2015,00:00:00,9617446
91,59 ST,NR,10/04/2015,04:00:00,9617475
92,59 ST,NR,10/04/2015,08:00:00,9617584
93,59 ST,NR,10/04/2015,12:00:00,9617809
94,59 ST,NR,10/04/2015,16:00:00,9618066
95,59 ST,NR,10/04/2015,20:00:00,9618303
96,59 ST,NR,10/05/2015,00:00:00,9618388
97,59 ST,NR,10/05/2015,04:00:00,9618420
98,59 ST,NR,10/05/2015,08:00:00,9618824
99,59 ST,NR,10/05/2015,12:00:00,9619306
100,59 ST,NR,10/05/2015,16:00:00,9619688
101,59 ST,NR,10/05/2015,20:00:00,9620343
102,59 ST,NR,10/06/2015,00:00:00,9620447
103,59 ST,NR,10/06/2015,04:00:00,9620468
104,59 ST,NR,10/06/2015,08:00:00,9620865
105,59 ST,NR,10/06/2015,12:00:00,9621316
106,59 ST,NR,10/06/2015,16:00:00,9621674
107,59 ST,NR,10/06/2015,20:00:00,9622337
108,59 ST,NR,10/07/2015,00:00:00,9622439
109,59 ST,NR,10/07/2015,04:00:00,9622464
110,59 ST,NR,10/07/2015,08:00:00,9622815
111,59 ST,NR,10/07/2015,12:00:00,9623310
112,59 ST,NR,10/07/2015,16:00:00,9623661
113,59 ST,NR,10/07/2015,20:00:00,9624340
114,59 ST,NR,10/08/2015,00:00:00,9624428
115,59 ST,NR,10/08/2015,04:00:00,9624456
116,59 ST,NR,10/08/2015,08:00:00,9624856
117,59 ST,NR,10/08/2015,12:00:00,9625355
118,59 ST,NR,10/08/2015,16:00:00,9625670
119,59 ST,NR,10/08/2015,20:00:00,9626301
120,59 ST,NR,10/09/2015,00:00:00,9626444
