,STATION,LINENAME,DATE,TIME,ENTRIES
0,59 ST,NR,09/05/2015,00:00:00,5721832
1,59 ST,NR,09/05/2015,04:00:00,5721859
2,59 ST,NR,09/05/2015,08:00:00,5722088
3,59 ST,NR,09/05/2015,12:00:00,5722549
4,59 ST,NR,09/05/2015,16:00:00,5722951
5,59 ST,NR,09/05/2015,20:00:00,5723295
6,59 ST,NR,09/06/2015,00:00:00,5723415
7,59 ST,NR,09/06/2015,04:00:00,5723447
8,59 ST,NR,09/06/2015,08:00:00,5723612
9,59 ST,NR,09/06/2015,12:00:00,5724026
10,59 ST,NR,09/06/2015,16:00:00,5724406
11,59 ST,NR,09/06/2015,20:00:00,5724685
12,59 ST,NR,09/07/2015,00:00:00,5724801
13,59 ST,NR,09/07/2015,04:00:00,5724830
14,59 ST,NR,09/07/2015,08:00:00,5725053
15,59 ST,NR,09/07/2015,12:00:00,5725501
16,59 ST,NR,09/07/2015,16:00:00,5725874
17,59 ST,NR,09/07/2015,20:00:00,5726146
18,59 ST,NR,09/08/2015,00:00:00,5726257
19,59 ST,NR,09/08/2015,04:00:00,5726281
20,59 ST,NR,09/08/2015,08:00:00,5726827
21,59 ST,NR,09/08/2015,12:00:00,5727639
22,59 ST,NR,09/08/2015,16:00:00,5728021
23,59 ST,NR,09/08/2015,20:00:00,5728562
24,59 ST,NR,09/09/2015,00:00:00,5728707
25,59 ST,NR,09/09/2015,04:00:00,5728732
26,59 ST,NR,09/09/2015,08:00:00,5729410
27,59 ST,NR,09/09/2015,08:19:28,5729518
28,59 ST,NR,09/09/2015,12:00:00,5730231
29,59 ST,NR,09/09/2015,16:00:00,5730639
30,59 ST,NR,09/09/2015,20:00:00,5731088
31,59 ST,NR,09/10/2015,00:00:00,5731225
32,59 ST,NR,09/10/2015,04:00:00,5731246
33,59 ST,NR,09/10/2015,08:00:00,5731885
34,59 ST,NR,09/10/2015,12:00:00,5732639
35,59 ST,NR,09/10/2015,16:00:00,5733050
36,59 ST,NR,09/10/2015,20:00:00,5733538
37,59 ST,NR,09/11/2015,00:00:00,5733669
38,59 ST,NR,09/11/2015,04:00:00,5733693
39,59 ST,NR,09/11/2015,08:00:00,5734372
40,59 ST,NR,09/11/2015,10:16:52,5734917
41,59 ST,NR,09/11/2015,12:00:00,5735137
42,59 ST,NR,09/11/2015,14:04:36,5735321
43,59 ST,NR,09/11/2015,16:00:00,5735551
44,59 ST,NR,09/11/2015,20:00:00,5736069
45,59 ST,NR,09/05/2015,00:00:00,5995706
46,59 ST,NR,09/05/2015,04:00:00,5995722
47,59 ST,NR,09/05/2015,08:00:00,5995833
48,59 ST,NR,09/05/2015,12:00:00,5996094
49,59 ST,NR,09/05/2015,16:00:00,5996385
50,59 ST,NR,09/05/2015,20:00:00,5996623
51,59 ST,NR,09/06/2015,00:00:00,5996727
52,59 ST,NR,09/06/2015,04:00:00,5996737
53,59 ST,NR,09/06/2015,08:00:00,5996808
54,59 ST,NR,09/06/2015,12:00:00,5997033
55,59 ST,NR,09/06/2015,16:00:00,5997306
56,59 ST,NR,09/06/2015,20:00:00,5997481
57,59 ST,NR,09/07/2015,00:00:00,5997555
58,59 ST,NR,09/07/2015,04:00:00,5997569
59,59 ST,NR,09/07/2015,08:00:00,5997663
60,59 ST,NR,09/07/2015,12:00:00,5997899
61,59 ST,NR,09/07/2015,16:00:00,5998178
62,59 ST,NR,09/07/2015,20:00:00,5998357
63,59 ST,NR,09/08/2015,00:00:00,5998433
64,59 ST,NR,09/08/2015,04:00:00,5998453
65,59 ST,NR,09/08/2015,08:00:00,5998760
66,59 ST,NR,09/08/2015,12:00:00,5999209
67,59 ST,NR,09/08/2015,16:00:00,5999500
68,59 ST,NR,09/08/2015,20:00:00,5999990
69,59 ST,NR,09/09/2015,00:00:00,6000091
70,59 ST,NR,09/09/2015,04:00:00,6000106
71,59 ST,NR,09/09/2015,08:00:00,6000506
72,59 ST,NR,09/09/2015,08:19:28,6000574
73,59 ST,NR,09/09/2015,12:00:00,6000930
74,59 ST,NR,09/09/2015,16:00:00,6001184
75,59 ST,NR,09/09/2015,20:00:00,6001646
76,59 ST,NR,09/10/2015,00:00:00,6001727
77,59 ST,NR,09/10/2015,04:00:00,6001739
78,59 ST,NR,09/10/2015,08:00:00,6002121
79,59 ST,NR,09/10/2015,12:00:00,6002573
80,59 ST,NR,09/10/2015,16:00:00,6002809
81,59 ST,NR,09/10/2015,20:00:00,6003238
82,59 ST,NR,09/11/2015,00:00:00,6003318
83,59 ST,NR,09/11/2015,04:00:00,6003329
84,59 ST,NR,09/11/2015,08:00:00,6003733
85,59 ST,NR,09/11/2015,10:16:52,6004044
86,59 ST,NR,09/11/2015,12:00:00,6004164
87,59 ST,NR,09/11/2015,14:04:36,6004282
88,59 ST,NR,09/11/2015,16:00:00,6004437
89,59 ST,NR,09/11/2015,20:00:00,6004884
90,59 ST,NR,09/05/2015,00:00:00,9567615
91,59 ST,NR,09/05/2015,04:00:00,9567641
92,59 ST,NR,09/05/2015,08:00:00,9567785
93,59 ST,NR,09/05/2015,12:00:00,9568083
94,59 ST,NR,09/05/2015,16:00:00,9568402
95,59 ST,NR,09/05/2015,20:00:00,9568693
96,59 ST,NR,09/06/2015,00:00:00,9568810
97,59 ST,NR,09/06/2015,04:00:00,9568832
98,59 ST,NR,09/06/2015,08:00:00,9568928
99,59 ST,NR,09/06/2015,12:00:00,9569147
100,59 ST,NR,09/06/2015,16:00:00,9569455
101,59 ST,NR,09/06/2015,20:00:00,9569706
102,59 ST,NR,09/07/2015,00:00:00,9569815
103,59 ST,NR,09/07/2015,04:00:00,9569835
104,59 ST,NR,09/07/2015,08:00:00,9569962
105,59 ST,NR,09/07/2015,12:00:00,9570213
106,59 ST,NR,09/07/2015,16:00:00,9570559
107,59 ST,NR,09/07/2015,20:00:00,9570791
108,59 ST,NR,09/08/2015,00:00:00,9570885
109,59 ST,NR,09/08/2015,04:00:00,9570922
110,59 ST,NR,09/08/2015,08:00:00,9571289
111,59 ST,NR,09/08/2015,12:00:00,9571765
112,59 ST,NR,09/08/2015,16:00:00,9572161
113,59 ST,NR,09/08/2015,20:00:00,9572824
114,59 ST,NR,09/09/2015,00:00:00,9572938
115,59 ST,NR,09/09/2015,04:00:00,9572960
116,59 ST,NR,09/09/2015,08:00:00,9573433
117,59 ST,NR,09/09/2015,08:19:28,9573521
118,59 ST,NR,09/09/2015,12:00:00,9573920
119,59 ST,NR,09/09/2015,16:00:00,9574237
120,59 ST,NR,09/09/2015,20:00:00,9574890
121,59 ST,NR,09/10/2015,00:00:00,9574990
122,59 ST,NR,09/10/2015,04:00:00,9575016
123,59 ST,NR,09/10/2015,08:00:00,9575444
124,59 ST,NR,09/10/2015,12:00:00,9575946
125,59 ST,NR,09/10/2015,16:00:00,9576282
126,59 ST,NR,09/10/2015,20:00:00,9576894
127,59 ST,NR,09/11/2015,00:00:00,9576993
128,59 ST,NR,09/11/2015,04:00:00,9577013
129,59 ST,NR,09/11/2015,08:00:00,9577421
130,59 ST,NR,09/11/2015,10:16:52,9577752
131,59 ST,NR,09/11/2015,12:00:00,9577892
132,59 ST,NR,09/11/2015,14:04:36,9578041
133,59 ST,NR,09/11/2015,16:00:00,9578272
134,59 ST,NR,09/11/2015,20:00:00,9578928
135,59 ST,NR,09/05/2015,00:00:00,10989696
136,59 ST,NR,09/05/2015,04:00:00,10989723
137,59 ST,NR,09/05/2015,08:00:00,10989899
138,59 ST,NR,09/05/2015,12:00:00,10990253
139,59 ST,NR,09/05/2015,16:00:00,10990648
140,59 ST,NR,09/05/2015,20:00:00,10991010
141,59 ST,NR,09/06/2015,00:00:00,10991151
142,59 ST,NR,09/06/2015,04:00:00,10991183
143,59 ST,NR,09/06/2015,08:00:00,10991306
144,59 ST,NR,09/06/2015,12:00:00,10991566
145,59 ST,NR,09/06/2015,16:00:00,10991912
146,59 ST,NR,09/06/2015,20:00:00,10992214
147,59 ST,NR,09/07/2015,00:00:00,10992332
148,59 ST,NR,09/07/2015,04:00:00,10992356
149,59 ST,NR,09/07/2015,08:00:00,10992521
150,59 ST,NR,09/07/2015,12:00:00,10992843
151,59 ST,NR,09/07/2015,16:00:00,10993213
152,59 ST,NR,09/07/2015,20:00:00,10993535
