,STATION,LINENAME,DATE,TIME,ENTRIES
0,59 ST,NR,05/30/2015,00:00:00,5511796
1,59 ST,NR,05/30/2015,04:00:00,5511821
2,59 ST,NR,05/30/2015,08:00:00,5512126
3,59 ST,NR,05/30/2015,12:00:00,5512648
4,59 ST,NR,05/30/2015,16:00:00,5513096
5,59 ST,NR,05/30/2015,20:00:00,5513449
6,59 ST,NR,05/31/2015,00:00:00,5513603
7,59 ST,NR,05/31/2015,04:00:00,5513628
8,59 ST,NR,05/31/2015,08:00:00,5513800
9,59 ST,NR,05/31/2015,12:00:00,5514277
10,59 ST,NR,05/31/2015,16:00:00,5514699
11,59 ST,NR,05/31/2015,20:00:00,5514987
12,59 ST,NR,06/01/2015,00:00:00,5515090
13,59 ST,NR,06/01/2015,04:00:00,5515113
14,59 ST,NR,06/01/2015,08:00:00,5515756
15,59 ST,NR,06/01/2015,12:00:00,5516470
16,59 ST,NR,06/01/2015,16:00:00,5516837
17,59 ST,NR,06/01/2015,20:00:00,5517295
18,59 ST,NR,06/02/2015,00:00:00,5517427
19,59 ST,NR,06/02/2015,04:00:00,5517449
20,59 ST,NR,06/02/2015,08:00:00,5518016
21,59 ST,NR,06/02/2015,12:00:00,5518776
22,59 ST,NR,06/02/2015,16:00:00,5519184
23,59 ST,NR,06/02/2015,20:00:00,5519643
24,59 ST,NR,06/03/2015,00:00:00,5519780
25,59 ST,NR,06/03/2015,04:00:00,5519799
26,59 ST,NR,06/03/2015,08:00:00,5520482
27,59 ST,NR,06/03/2015,12:00:00,5521300
28,59 ST,NR,06/03/2015,16:00:00,5521736
29,59 ST,NR,06/03/2015,20:00:00,5522207
30,59 ST,NR,06/04/2015,00:00:00,5522290
31,59 ST,NR,06/04/2015,04:00:00,5522314
32,59 ST,NR,06/04/2015,08:00:00,5522914
33,59 ST,NR,06/04/2015,12:00:00,5523545
34,59 ST,NR,06/04/2015,16:00:00,5523937
35,59 ST,NR,06/04/2015,20:00:00,5524373
36,59 ST,NR,06/05/2015,00:00:00,5524482
37,59 ST,NR,06/05/2015,04:00:00,5524517
38,59 ST,NR,06/05/2015,08:00:00,5525191
39,59 ST,NR,06/05/2015,12:00:00,5525968
40,59 ST,NR,06/05/2015,16:00:00,5526375
41,59 ST,NR,06/05/2015,20:00:00,5526831
42,59 ST,NR,05/30/2015,00:00:00,5857476
43,59 ST,NR,05/30/2015,04:00:00,5857489
44,59 ST,NR,05/30/2015,08:00:00,5857625
45,59 ST,NR,05/30/2015,12:00:00,5857931
46,59 ST,NR,05/30/2015,16:00:00,5858257
47,59 ST,NR,05/30/2015,20:00:00,5858519
48,59 ST,NR,05/31/2015,00:00:00,5858648
49,59 ST,NR,05/31/2015,04:00:00,5858672
50,59 ST,NR,05/31/2015,08:00:00,5858738
51,59 ST,NR,05/31/2015,12:00:00,5858956
52,59 ST,NR,05/31/2015,16:00:00,5859211
53,59 ST,NR,05/31/2015,20:00:00,5859375
54,59 ST,NR,06/01/2015,00:00:00,5859433
55,59 ST,NR,06/01/2015,04:00:00,5859449
56,59 ST,NR,06/01/2015,08:00:00,5859758
57,59 ST,NR,06/01/2015,12:00:00,5860164
58,59 ST,NR,06/01/2015,16:00:00,5860473
59,59 ST,NR,06/01/2015,20:00:00,5860929
60,59 ST,NR,06/02/2015,00:00:00,5861040
61,59 ST,NR,06/02/2015,04:00:00,5861051
62,59 ST,NR,06/02/2015,08:00:00,5861359
63,59 ST,NR,06/02/2015,12:00:00,5861778
64,59 ST,NR,06/02/2015,16:00:00,5862044
