,STATION,LINENAME,DATE,TIME,ENTRIES
0,59 ST,NR,11/07/2015,03:00:00,5897251
1,59 ST,NR,11/07/2015,07:00:00,5897442
2,59 ST,NR,11/07/2015,11:00:00,5898125
3,59 ST,NR,11/07/2015,15:00:00,5898620
4,59 ST,NR,11/07/2015,19:00:00,5899070
5,59 ST,NR,11/07/2015,23:00:00,5899274
6,59 ST,NR,11/08/2015,03:00:00,5899329
7,59 ST,NR,11/08/2015,07:00:00,5899425
8,59 ST,NR,11/08/2015,11:00:00,5899914
9,59 ST,NR,11/08/2015,15:00:00,5900386
10,59 ST,NR,11/08/2015,19:00:00,5900757
11,59 ST,NR,11/08/2015,23:00:00,5900915
12,59 ST,NR,11/09/2015,03:00:00,5900942
13,59 ST,NR,11/09/2015,07:00:00,5901318
14,59 ST,NR,11/09/2015,08:24:09,5901911
15,59 ST,NR,11/09/2015,10:45:58,5902505
16,59 ST,NR,11/09/2015,10:48:34,5902510
17,59 ST,NR,11/09/2015,11:00:00,5902532
18,59 ST,NR,11/09/2015,15:00:00,5902976
19,59 ST,NR,11/09/2015,19:00:00,5903567
20,59 ST,NR,11/09/2015,23:00:00,5903789
21,59 ST,NR,11/10/2015,03:00:00,5903818
22,59 ST,NR,11/10/2015,07:00:00,5904166
23,59 ST,NR,11/10/2015,11:00:00,5905292
24,59 ST,NR,11/10/2015,15:00:00,5905707
25,59 ST,NR,11/10/2015,19:00:00,5906282
26,59 ST,NR,11/10/2015,23:00:00,5906486
27,59 ST,NR,11/11/2015,03:00:00,5906527
28,59 ST,NR,11/11/2015,07:00:00,5906833
29,59 ST,NR,11/11/2015,11:00:00,5907845
30,59 ST,NR,11/11/2015,15:00:00,5908332
31,59 ST,NR,11/11/2015,19:00:00,5908904
32,59 ST,NR,11/11/2015,23:00:00,5909134
33,59 ST,NR,11/12/2015,03:00:00,5909172
34,59 ST,NR,11/12/2015,07:00:00,5909530
35,59 ST,NR,11/12/2015,11:00:00,5910745
36,59 ST,NR,11/12/2015,15:00:00,5911201
37,59 ST,NR,11/12/2015,19:00:00,5911774
38,59 ST,NR,11/12/2015,23:00:00,5912007
39,59 ST,NR,11/13/2015,03:00:00,5912042
40,59 ST,NR,11/13/2015,07:00:00,5912373
41,59 ST,NR,11/13/2015,11:00:00,5913451
42,59 ST,NR,11/13/2015,15:00:00,5913883
43,59 ST,NR,11/13/2015,19:00:00,5914431
44,59 ST,NR,11/13/2015,23:00:00,5914692
45,59 ST,NR,11/07/2015,03:00:00,6117342
46,59 ST,NR,11/07/2015,07:00:00,6117417
47,59 ST,NR,11/07/2015,11:00:00,6117779
48,59 ST,NR,11/07/2015,15:00:00,6118085
49,59 ST,NR,11/07/2015,19:00:00,6118418
50,59 ST,NR,11/07/2015,23:00:00,6118558
51,59 ST,NR,11/08/2015,03:00:00,6118595
52,59 ST,NR,11/08/2015,07:00:00,6118636
53,59 ST,NR,11/08/2015,11:00:00,6118848
54,59 ST,NR,11/08/2015,15:00:00,6119114
55,59 ST,NR,11/08/2015,19:00:00,6119340
56,59 ST,NR,11/08/2015,23:00:00,6119404
57,59 ST,NR,11/09/2015,03:00:00,6119421
58,59 ST,NR,11/09/2015,07:00:00,6119578
59,59 ST,NR,11/09/2015,08:24:09,6119980
60,59 ST,NR,11/09/2015,10:45:58,6120298
61,59 ST,NR,11/09/2015,10:48:34,6120301
62,59 ST,NR,11/09/2015,11:00:00,6120323
63,59 ST,NR,11/09/2015,15:00:00,6120617
64,59 ST,NR,11/09/2015,19:00:00,6121133
65,59 ST,NR,11/09/2015,23:00:00,6121304
66,59 ST,NR,11/10/2015,03:00:00,6121329
67,59 ST,NR,11/10/2015,07:00:00,6121482
68,59 ST,NR,11/10/2015,11:00:00,6122206
69,59 ST,NR,11/10/2015,15:00:00,6122447
70,59 ST,NR,11/10/2015,19:00:00,6122977
71,59 ST,NR,11/10/2015,23:00:00,6123125
72,59 ST,NR,11/11/2015,03:00:00,6123150
73,59 ST,NR,11/11/2015,07:00:00,6123294
74,59 ST,NR,11/11/2015,11:00:00,6123827
75,59 ST,NR,11/11/2015,15:00:00,6124111
76,59 ST,NR,11/11/2015,19:00:00,6124604
77,59 ST,NR,11/11/2015,23:00:00,6124762
78,59 ST,NR,11/12/2015,03:00:00,6124786
79,59 ST,NR,11/12/2015,07:00:00,6124950
80,59 ST,NR,11/12/2015,11:00:00,6125613
81,59 ST,NR,11/12/2015,15:00:00,6125905
82,59 ST,NR,11/12/2015,19:00:00,6126486
83,59 ST,NR,11/12/2015,23:00:00,6126660
84,59 ST,NR,11/13/2015,03:00:00,6126692
85,59 ST,NR,11/13/2015,07:00:00,6126841
86,59 ST,NR,11/13/2015,11:00:00,6127507
87,59 ST,NR,11/13/2015,15:00:00,6127809
88,59 ST,NR,11/13/2015,19:00:00,6128328
89,59 ST,NR,11/13/2015,23:00:00,6128504
