,STATION,LINENAME,DATE,TIME,ENTRIES
0,59 ST,NR,03/14/2015,00:00:00,5340819
1,59 ST,NR,03/14/2015,04:00:00,5340844
2,59 ST,NR,03/14/2015,08:00:00,5341063
3,59 ST,NR,03/14/2015,12:00:00,5341552
4,59 ST,NR,03/14/2015,16:00:00,5341923
5,59 ST,NR,03/14/2015,20:00:00,5342287
6,59 ST,NR,03/15/2015,00:00:00,5342433
7,59 ST,NR,03/15/2015,04:00:00,5342465
8,59 ST,NR,03/15/2015,08:00:00,5342616
9,59 ST,NR,03/15/2015,12:00:00,5343019
10,59 ST,NR,03/15/2015,16:00:00,5343366
11,59 ST,NR,03/15/2015,20:00:00,5343694
12,59 ST,NR,03/16/2015,00:00:00,5343803
13,59 ST,NR,03/16/2015,04:00:00,5343819
14,59 ST,NR,03/16/2015,08:00:00,5344448
15,59 ST,NR,03/16/2015,12:00:00,5345228
16,59 ST,NR,03/16/2015,16:00:00,5345664
17,59 ST,NR,03/16/2015,20:00:00,5346134
18,59 ST,NR,03/17/2015,00:00:00,5346307
19,59 ST,NR,03/17/2015,04:00:00,5346325
20,59 ST,NR,03/17/2015,08:00:00,5346935
21,59 ST,NR,03/17/2015,12:00:00,5347703
22,59 ST,NR,03/17/2015,16:00:00,5348037
23,59 ST,NR,03/17/2015,20:00:00,5348412
24,59 ST,NR,03/18/2015,00:00:00,5348573
25,59 ST,NR,03/18/2015,04:00:00,5348605
26,59 ST,NR,03/18/2015,08:00:00,5349278
27,59 ST,NR,03/18/2015,12:00:00,5350042
28,59 ST,NR,03/18/2015,16:00:00,5350423
29,59 ST,NR,03/18/2015,20:00:00,5350880
30,59 ST,NR,03/19/2015,00:00:00,5351035
31,59 ST,NR,03/19/2015,04:00:00,5351060
32,59 ST,NR,03/19/2015,08:00:00,5351716
33,59 ST,NR,03/19/2015,12:00:00,5352510
34,59 ST,NR,03/19/2015,16:00:00,5352883
35,59 ST,NR,03/19/2015,20:00:00,5353345
36,59 ST,NR,03/20/2015,00:00:00,5353509
37,59 ST,NR,03/20/2015,04:00:00,5353535
38,59 ST,NR,03/20/2015,08:00:00,5354156
39,59 ST,NR,03/20/2015,12:00:00,5354967
40,59 ST,NR,03/20/2015,16:00:00,5355382
41,59 ST,NR,03/20/2015,20:00:00,5355816
42,59 ST,NR,03/14/2015,00:00:00,5742352
43,59 ST,NR,03/14/2015,04:00:00,5742376
