,STATION,LINENAME,DATE,TIME,ENTRIES
0,59 ST,NQR456,09/24/2016,00:00:00,5838478
1,59 ST,NQR456,09/24/2016,04:00:00,5838515
2,59 ST,NQR456,09/24/2016,08:00:00,5838530
3,59 ST,NQR456,09/24/2016,12:00:00,5838635
4,59 ST,NQR456,09/24/2016,16:00:00,5838951
5,59 ST,NQR456,09/24/2016,20:00:00,5839333
6,59 ST,NQR456,09/25/2016,00:00:00,5839510
7,59 ST,NQR456,09/25/2016,04:00:00,5839541
8,59 ST,NQR456,09/25/2016,08:00:00,5839561
9,59 ST,NQR456,09/25/2016,12:00:00,5839659
10,59 ST,NQR456,09/25/2016,16:00:00,5839863
11,59 ST,NQR456,09/25/2016,20:00:00,5840123
12,59 ST,NQR456,09/26/2016,00:00:00,5840224
13,59 ST,NQR456,09/26/2016,04:00:00,5840240
14,59 ST,NQR456,09/26/2016,08:00:00,5840307
15,59 ST,NQR456,09/26/2016,12:00:00,5840490
16,59 ST,NQR456,09/26/2016,16:00:00,5840833
17,59 ST,NQR456,09/26/2016,20:00:00,5841712
18,59 ST,NQR456,09/27/2016,00:00:00,5841926
19,59 ST,NQR456,09/27/2016,04:00:00,5841952
20,59 ST,NQR456,09/27/2016,08:00:00,5842003
21,59 ST,NQR456,09/27/2016,12:00:00,5842160
22,59 ST,NQR456,09/27/2016,16:00:00,5842521
23,59 ST,NQR456,09/27/2016,20:00:00,5843424
24,59 ST,NQR456,09/28/2016,00:00:00,5843601
25,59 ST,NQR456,09/28/2016,04:00:00,5843616
26,59 ST,NQR456,09/28/2016,08:00:00,5843666
27,59 ST,NQR456,09/28/2016,12:00:00,5843846
28,59 ST,NQR456,09/28/2016,16:00:00,5844156
29,59 ST,NQR456,09/28/2016,20:00:00,5845070
30,59 ST,NQR456,09/29/2016,00:00:00,5845315
31,59 ST,NQR456,09/29/2016,04:00:00,5845329
32,59 ST,NQR456,09/29/2016,08:00:00,5845375
33,59 ST,NQR456,09/29/2016,12:00:00,5845557
34,59 ST,NQR456,09/29/2016,16:00:00,5845942
35,59 ST,NQR456,09/29/2016,20:00:00,5846892
36,59 ST,NQR456,09/30/2016,00:00:00,5847126
37,59 ST,NQR456,09/30/2016,04:00:00,5847149
38,59 ST,NQR456,09/30/2016,08:00:00,5847196
39,59 ST,NQR456,09/30/2016,12:00:00,5847383
40,59 ST,NQR456,09/30/2016,16:00:00,5847748
41,59 ST,NQR456,09/30/2016,20:00:00,5848653
42,59 ST,NQR456,09/24/2016,00:00:00,5361891
43,59 ST,NQR456,09/24/2016,04:00:00,5361926
44,59 ST,NQR456,09/24/2016,08:00:00,5361943
45,59 ST,NQR456,09/24/2016,12:00:00,5362038
46,59 ST,NQR456,09/24/2016,16:00:00,5362205
47,59 ST,NQR456,09/24/2016,20:00:00,5362498
48,59 ST,NQR456,09/25/2016,00:00:00,5362658
49,59 ST,NQR456,09/25/2016,04:00:00,5362675
50,59 ST,NQR456,09/25/2016,08:00:00,5362692
51,59 ST,NQR456,09/25/2016,12:00:00,5362790
52,59 ST,NQR456,09/25/2016,16:00:00,5362951
53,59 ST,NQR456,09/25/2016,20:00:00,5363178
54,59 ST,NQR456,09/26/2016,00:00:00,5363284
55,59 ST,NQR456,09/26/2016,04:00:00,5363298
56,59 ST,NQR456,09/26/2016,08:00:00,5363359
57,59 ST,NQR456,09/26/2016,12:00:00,5363526
58,59 ST,NQR456,09/26/2016,16:00:00,5363784
59,59 ST,NQR456,09/26/2016,20:00:00,5364386
60,59 ST,NQR456,09/27/2016,00:00:00,5364582
61,59 ST,NQR456,09/27/2016,04:00:00,5364601
62,59 ST,NQR456,09/27/2016,08:00:00,5364652
63,59 ST,NQR456,09/27/2016,12:00:00,5364826
64,59 ST,NQR456,09/27/2016,16:00:00,5365097
65,59 ST,NQR456,09/27/2016,20:00:00,5365807
66,59 ST,NQR456,09/28/2016,00:00:00,5366010
67,59 ST,NQR456,09/28/2016,04:00:00,5366021
68,59 ST,NQR456,09/28/2016,08:00:00,5366078
69,59 ST,NQR456,09/28/2016,12:00:00,5366230
70,59 ST,NQR456,09/28/2016,16:00:00,5366512
71,59 ST,NQR456,09/28/2016,20:00:00,5367212
72,59 ST,NQR456,09/29/2016,00:00:00,5367404
73,59 ST,NQR456,09/29/2016,04:00:00,5367416
74,59 ST,NQR456,09/29/2016,08:00:00,5367478
75,59 ST,NQR456,09/29/2016,12:00:00,5367644
76,59 ST,NQR456,09/29/2016,16:00:00,5367935
77,59 ST,NQR456,09/29/2016,20:00:00,5368710
78,59 ST,NQR456,09/30/2016,00:00:00,5368918
79,59 ST,NQR456,09/30/2016,04:00:00,5368936
80,59 ST,NQR456,09/30/2016,08:00:00,5368989
81,59 ST,NQR456,09/30/2016,12:00:00,5369175
82,59 ST,NQR456,09/30/2016,16:00:00,5369529
83,59 ST,NQR456,09/30/2016,20:00:00,5370230
84,59 ST,NQR456,09/24/2016,00:00:00,781221
85,59 ST,NQR456,09/24/2016,04:00:00,781244
86,59 ST,NQR456,09/24/2016,08:00:00,781255
87,59 ST,NQR456,09/24/2016,12:00:00,781356
88,59 ST,NQR456,09/24/2016,16:00:00,781549
89,59 ST,NQR456,09/24/2016,20:00:00,781816
90,59 ST,NQR456,09/25/2016,00:00:00,781979
91,59 ST,NQR456,09/25/2016,04:00:00,782008
92,59 ST,NQR456,09/25/2016,08:00:00,782020
93,59 ST,NQR456,09/25/2016,12:00:00,782119
94,59 ST,NQR456,09/25/2016,16:00:00,782257
95,59 ST,NQR456,09/25/2016,20:00:00,782430
