,STATION,LINENAME,DATE,TIME,ENTRIES
0,59 ST,NQR456,01/02/2016,03:00:00,5478180
1,59 ST,NQR456,01/02/2016,07:00:00,5478183
2,59 ST,NQR456,01/02/2016,11:00:00,5478262
3,59 ST,NQR456,01/02/2016,15:00:00,5478519
4,59 ST,NQR456,01/02/2016,19:00:00,5478940
5,59 ST,NQR456,01/02/2016,23:00:00,5479213
6,59 ST,NQR456,01/03/2016,03:00:00,5479279
7,59 ST,NQR456,01/03/2016,07:00:00,5479282
8,59 ST,NQR456,01/03/2016,11:00:00,5479344
9,59 ST,NQR456,01/03/2016,15:00:00,5479558
10,59 ST,NQR456,01/03/2016,19:00:00,5479861
11,59 ST,NQR456,01/03/2016,23:00:00,5480016
12,59 ST,NQR456,01/04/2016,03:00:00,5480037
13,59 ST,NQR456,01/04/2016,07:00:00,5480054
14,59 ST,NQR456,01/04/2016,11:00:00,5480267
15,59 ST,NQR456,01/04/2016,15:00:00,5480499
16,59 ST,NQR456,01/04/2016,19:00:00,5481461
17,59 ST,NQR456,01/04/2016,23:00:00,5481770
18,59 ST,NQR456,01/05/2016,03:00:00,5481795
19,59 ST,NQR456,01/05/2016,07:00:00,5481808
20,59 ST,NQR456,01/05/2016,11:00:00,5481983
21,59 ST,NQR456,01/05/2016,15:00:00,5482235
22,59 ST,NQR456,01/05/2016,19:00:00,5483044
23,59 ST,NQR456,01/05/2016,23:00:00,5483391
24,59 ST,NQR456,01/06/2016,03:00:00,5483436
25,59 ST,NQR456,01/06/2016,07:00:00,5483458
26,59 ST,NQR456,01/06/2016,11:00:00,5483626
27,59 ST,NQR456,01/06/2016,15:00:00,5483826
28,59 ST,NQR456,01/06/2016,19:00:00,5484778
29,59 ST,NQR456,01/06/2016,23:00:00,5485169
30,59 ST,NQR456,01/07/2016,03:00:00,5485220
31,59 ST,NQR456,01/07/2016,07:00:00,5485234
32,59 ST,NQR456,01/07/2016,11:00:00,5485391
33,59 ST,NQR456,01/07/2016,15:00:00,5485637
34,59 ST,NQR456,01/07/2016,19:00:00,5486605
35,59 ST,NQR456,01/07/2016,23:00:00,5487003
36,59 ST,NQR456,01/08/2016,03:00:00,5487058
37,59 ST,NQR456,01/08/2016,07:00:00,5487070
38,59 ST,NQR456,01/08/2016,11:00:00,5487262
39,59 ST,NQR456,01/08/2016,15:00:00,5487542
40,59 ST,NQR456,01/08/2016,19:00:00,5488493
41,59 ST,NQR456,01/08/2016,23:00:00,5488911
42,59 ST,NQR456,01/02/2016,03:00:00,5043901
43,59 ST,NQR456,01/02/2016,07:00:00,5043902
44,59 ST,NQR456,01/02/2016,11:00:00,5043952
45,59 ST,NQR456,01/02/2016,15:00:00,5044212
46,59 ST,NQR456,01/02/2016,19:00:00,5044570
47,59 ST,NQR456,01/02/2016,23:00:00,5044805
48,59 ST,NQR456,01/03/2016,03:00:00,5044855
49,59 ST,NQR456,01/03/2016,07:00:00,5044861
50,59 ST,NQR456,01/03/2016,11:00:00,5044910
51,59 ST,NQR456,01/03/2016,15:00:00,5045107
