,STATION,LINENAME,DATE,TIME,ENTRIES
0,59 ST,NQR456,04/16/2016,00:00:00,5620446
1,59 ST,NQR456,04/16/2016,04:00:00,5620502
2,59 ST,NQR456,04/16/2016,07:52:20,5620518
3,59 ST,NQR456,04/16/2016,08:00:00,5620519
4,59 ST,NQR456,04/16/2016,08:01:14,5620519
5,59 ST,NQR456,04/16/2016,12:00:00,5620652
6,59 ST,NQR456,04/16/2016,16:00:00,5620935
7,59 ST,NQR456,04/16/2016,20:00:00,5621309
8,59 ST,NQR456,04/17/2016,00:00:00,5621453
9,59 ST,NQR456,04/17/2016,04:00:00,5621482
10,59 ST,NQR456,04/17/2016,08:00:00,5621496
11,59 ST,NQR456,04/17/2016,12:00:00,5621585
12,59 ST,NQR456,04/17/2016,16:00:00,5621789
13,59 ST,NQR456,04/17/2016,20:00:00,5622076
14,59 ST,NQR456,04/18/2016,00:00:00,5622195
15,59 ST,NQR456,04/18/2016,04:00:00,5622209
16,59 ST,NQR456,04/18/2016,08:00:00,5622261
17,59 ST,NQR456,04/18/2016,12:00:00,5622427
18,59 ST,NQR456,04/18/2016,16:00:00,5622730
19,59 ST,NQR456,04/18/2016,20:00:00,5623518
20,59 ST,NQR456,04/19/2016,00:00:00,5623753
21,59 ST,NQR456,04/19/2016,04:00:00,5623763
22,59 ST,NQR456,04/19/2016,08:00:00,5623803
23,59 ST,NQR456,04/19/2016,12:00:00,5623959
24,59 ST,NQR456,04/19/2016,15:45:52,5624263
25,59 ST,NQR456,04/19/2016,16:00:00,5624290
26,59 ST,NQR456,04/19/2016,20:00:00,5625127
27,59 ST,NQR456,04/20/2016,00:00:00,5625367
28,59 ST,NQR456,04/20/2016,04:00:00,5625376
29,59 ST,NQR456,04/20/2016,08:00:00,5625417
30,59 ST,NQR456,04/20/2016,08:01:09,5625417
31,59 ST,NQR456,04/20/2016,08:56:11,5625461
32,59 ST,NQR456,04/20/2016,12:00:00,5625589
33,59 ST,NQR456,04/20/2016,16:00:00,5625883
34,59 ST,NQR456,04/20/2016,20:00:00,5626752
35,59 ST,NQR456,04/21/2016,00:00:00,5627022
36,59 ST,NQR456,04/21/2016,04:00:00,5627036
37,59 ST,NQR456,04/21/2016,08:00:00,5627082
38,59 ST,NQR456,04/21/2016,12:00:00,5627253
39,59 ST,NQR456,04/21/2016,16:00:00,5627570
40,59 ST,NQR456,04/21/2016,20:00:00,5628381
41,59 ST,NQR456,04/22/2016,00:00:00,5628625
42,59 ST,NQR456,04/22/2016,04:00:00,5628641
43,59 ST,NQR456,04/22/2016,08:00:00,5628679
44,59 ST,NQR456,04/22/2016,12:00:00,5628826
45,59 ST,NQR456,04/22/2016,16:00:00,5629164
46,59 ST,NQR456,04/22/2016,20:00:00,5629938
47,59 ST,NQR456,04/16/2016,00:00:00,5165353
48,59 ST,NQR456,04/16/2016,04:00:00,5165387
49,59 ST,NQR456,04/16/2016,07:52:20,5165401
50,59 ST,NQR456,04/16/2016,08:00:00,5165402
51,59 ST,NQR456,04/16/2016,08:01:14,5165402
52,59 ST,NQR456,04/16/2016,12:00:00,5165523
53,59 ST,NQR456,04/16/2016,16:00:00,5165791
54,59 ST,NQR456,04/16/2016,20:00:00,5166096
55,59 ST,NQR456,04/17/2016,00:00:00,5166217
56,59 ST,NQR456,04/17/2016,04:00:00,5166238
57,59 ST,NQR456,04/17/2016,08:00:00,5166248
58,59 ST,NQR456,04/17/2016,12:00:00,5166331
59,59 ST,NQR456,04/17/2016,16:00:00,5166512
60,59 ST,NQR456,04/17/2016,20:00:00,5166780
61,59 ST,NQR456,04/18/2016,00:00:00,5166892
62,59 ST,NQR456,04/18/2016,04:00:00,5166900
63,59 ST,NQR456,04/18/2016,08:00:00,5166938
64,59 ST,NQR456,04/18/2016,12:00:00,5167116
65,59 ST,NQR456,04/18/2016,16:00:00,5167388
66,59 ST,NQR456,04/18/2016,20:00:00,5168086
67,59 ST,NQR456,04/19/2016,00:00:00,5168254
68,59 ST,NQR456,04/19/2016,04:00:00,5168261
69,59 ST,NQR456,04/19/2016,08:00:00,5168302
70,59 ST,NQR456,04/19/2016,12:00:00,5168484
71,59 ST,NQR456,04/19/2016,15:45:52,5168722
72,59 ST,NQR456,04/19/2016,16:00:00,5168758
73,59 ST,NQR456,04/19/2016,20:00:00,5169473
74,59 ST,NQR456,04/20/2016,00:00:00,5169662
75,59 ST,NQR456,04/20/2016,04:00:00,5169670
76,59 ST,NQR456,04/20/2016,08:00:00,5169718
77,59 ST,NQR456,04/20/2016,08:01:09,5169718
78,59 ST,NQR456,04/20/2016,08:56:11,5169762
79,59 ST,NQR456,04/20/2016,12:00:00,5169873
80,59 ST,NQR456,04/20/2016,16:00:00,5170117
81,59 ST,NQR456,04/20/2016,20:00:00,5170812
82,59 ST,NQR456,04/21/2016,00:00:00,5171011
83,59 ST,NQR456,04/21/2016,04:00:00,5171021
