,STATION,LINENAME,DATE,TIME,ENTRIES
0,59 ST,NQR456W,11/05/2016,00:00:00,5902876
1,59 ST,NQR456W,11/05/2016,04:00:00,5902926
2,59 ST,NQR456W,11/05/2016,08:00:00,5902948
3,59 ST,NQR456W,11/05/2016,12:00:00,5903067
4,59 ST,NQR456W,11/05/2016,16:00:00,5903382
5,59 ST,NQR456W,11/05/2016,20:00:00,5903760
6,59 ST,NQR456W,11/06/2016,00:00:00,5903962
7,59 ST,NQR456W,11/06/2016,03:00:00,5903998
8,59 ST,NQR456W,11/06/2016,07:00:00,5904011
9,59 ST,NQR456W,11/06/2016,11:00:00,5904119
10,59 ST,NQR456W,11/06/2016,15:00:00,5904448
11,59 ST,NQR456W,11/06/2016,19:00:00,5904810
12,59 ST,NQR456W,11/06/2016,23:00:00,5904958
13,59 ST,NQR456W,11/07/2016,03:00:00,5904990
14,59 ST,NQR456W,11/07/2016,07:00:00,5905007
15,59 ST,NQR456W,11/07/2016,11:00:00,5905209
16,59 ST,NQR456W,11/07/2016,15:00:00,5905462
17,59 ST,NQR456W,11/07/2016,19:00:00,5906422
18,59 ST,NQR456W,11/07/2016,23:00:00,5906726
19,59 ST,NQR456W,11/08/2016,03:00:00,5906764
20,59 ST,NQR456W,11/08/2016,07:00:00,5906784
21,59 ST,NQR456W,11/08/2016,11:00:00,5906972
22,59 ST,NQR456W,11/08/2016,15:00:00,5907238
23,59 ST,NQR456W,11/08/2016,19:00:00,5908187
24,59 ST,NQR456W,11/08/2016,23:00:00,5908474
25,59 ST,NQR456W,11/09/2016,03:00:00,5908525
26,59 ST,NQR456W,11/09/2016,05:50:56,5908526
27,59 ST,NQR456W,11/09/2016,06:00:20,5908527
28,59 ST,NQR456W,11/09/2016,07:00:00,5908541
29,59 ST,NQR456W,11/09/2016,11:00:00,5908700
30,59 ST,NQR456W,11/09/2016,15:00:00,5908957
31,59 ST,NQR456W,11/09/2016,19:00:00,5909830
32,59 ST,NQR456W,11/09/2016,23:00:00,5910187
33,59 ST,NQR456W,11/10/2016,03:00:00,5910225
34,59 ST,NQR456W,11/10/2016,07:00:00,5910250
35,59 ST,NQR456W,11/10/2016,11:00:00,5910433
36,59 ST,NQR456W,11/10/2016,15:00:00,5910722
37,59 ST,NQR456W,11/10/2016,19:00:00,5911679
38,59 ST,NQR456W,11/10/2016,23:00:00,5912057
39,59 ST,NQR456W,11/11/2016,03:00:00,5912097
40,59 ST,NQR456W,11/11/2016,07:00:00,5912106
41,59 ST,NQR456W,11/11/2016,11:00:00,5912270
42,59 ST,NQR456W,11/11/2016,15:00:00,5912587
43,59 ST,NQR456W,11/11/2016,19:00:00,5913480
44,59 ST,NQR456W,11/11/2016,23:00:00,5913788
45,59 ST,NQR456W,11/05/2016,00:00:00,5414616
46,59 ST,NQR456W,11/05/2016,04:00:00,5414657
47,59 ST,NQR456W,11/05/2016,08:00:00,5414674
48,59 ST,NQR456W,11/05/2016,12:00:00,5414787
49,59 ST,NQR456W,11/05/2016,16:00:00,5415051
50,59 ST,NQR456W,11/05/2016,20:00:00,5415397
51,59 ST,NQR456W,11/06/2016,00:00:00,5415595
52,59 ST,NQR456W,11/06/2016,03:00:00,5415615
53,59 ST,NQR456W,11/06/2016,07:00:00,5415627
54,59 ST,NQR456W,11/06/2016,11:00:00,5415733
55,59 ST,NQR456W,11/06/2016,15:00:00,5416074
56,59 ST,NQR456W,11/06/2016,19:00:00,5416389
57,59 ST,NQR456W,11/06/2016,23:00:00,5416545
58,59 ST,NQR456W,11/07/2016,03:00:00,5416582
59,59 ST,NQR456W,11/07/2016,07:00:00,5416601
60,59 ST,NQR456W,11/07/2016,11:00:00,5416766
61,59 ST,NQR456W,11/07/2016,15:00:00,5416964
62,59 ST,NQR456W,11/07/2016,19:00:00,5417663
63,59 ST,NQR456W,11/07/2016,23:00:00,5417893
64,59 ST,NQR456W,11/08/2016,03:00:00,5417914
65,59 ST,NQR456W,11/08/2016,07:00:00,5417931
66,59 ST,NQR456W,11/08/2016,11:00:00,5418109
67,59 ST,NQR456W,11/08/2016,15:00:00,5418314
68,59 ST,NQR456W,11/08/2016,19:00:00,5419081
69,59 ST,NQR456W,11/08/2016,23:00:00,5419294
70,59 ST,NQR456W,11/09/2016,03:00:00,5419324
71,59 ST,NQR456W,11/09/2016,05:50:56,5419329
72,59 ST,NQR456W,11/09/2016,06:00:20,5419329
73,59 ST,NQR456W,11/09/2016,07:00:00,5419343
74,59 ST,NQR456W,11/09/2016,11:00:00,5419486
75,59 ST,NQR456W,11/09/2016,15:00:00,5419720
76,59 ST,NQR456W,11/09/2016,19:00:00,5420447
77,59 ST,NQR456W,11/09/2016,23:00:00,5420742
78,59 ST,NQR456W,11/10/2016,03:00:00,5420774
79,59 ST,NQR456W,11/10/2016,07:00:00,5420789
80,59 ST,NQR456W,11/10/2016,11:00:00,5420959
81,59 ST,NQR456W,11/10/2016,15:00:00,5421175
82,59 ST,NQR456W,11/10/2016,19:00:00,5421925
83,59 ST,NQR456W,11/10/2016,23:00:00,5422226
84,59 ST,NQR456W,11/11/2016,03:00:00,5422264
85,59 ST,NQR456W,11/11/2016,07:00:00,5422278
86,59 ST,NQR456W,11/11/2016,11:00:00,5422415
87,59 ST,NQR456W,11/11/2016,15:00:00,5422685
88,59 ST,NQR456W,11/11/2016,19:00:00,5423408
89,59 ST,NQR456W,11/11/2016,23:00:00,5423674
90,59 ST,NQR456W,11/05/2016,00:00:00,807352
91,59 ST,NQR456W,11/05/2016,04:00:00,807365
92,59 ST,NQR456W,11/05/2016,08:00:00,807372
93,59 ST,NQR456W,11/05/2016,12:00:00,807403
94,59 ST,NQR456W,11/05/2016,16:00:00,807507
95,59 ST,NQR456W,11/05/2016,20:00:00,807685
96,59 ST,NQR456W,11/06/2016,00:00:00,807782
97,59 ST,NQR456W,11/06/2016,03:00:00,807798
98,59 ST,NQR456W,11/06/2016,07:00:00,807807
99,59 ST,NQR456W,11/06/2016,11:00:00,807842
100,59 ST,NQR456W,11/06/2016,15:00:00,808025
101,59 ST,NQR456W,11/06/2016,19:00:00,808184
102,59 ST,NQR456W,11/06/2016,23:00:00,808267
103,59 ST,NQR456W,11/07/2016,03:00:00,808284
104,59 ST,NQR456W,11/07/2016,07:00:00,808290
105,59 ST,NQR456W,11/07/2016,11:00:00,808354
106,59 ST,NQR456W,11/07/2016,15:00:00,808443
107,59 ST,NQR456W,11/07/2016,19:00:00,808820
108,59 ST,NQR456W,11/07/2016,23:00:00,808946
